Authors,Author(s) ID,Title,Year,age,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Access Type,Source,EID
"Moser, S.C., Ekstrom, J.A.",7103329719;18834792500;,A framework to diagnose barriers to climate change adaptation,2010,7,Proceedings of the National Academy of Sciences of the United States of America,107,51,,22026,22031,,539,10.1073/pnas.1007887107,https://www.scopus.com/inward/record.uri?eid=2-s2.0-78650637168&doi=10.1073%2fpnas.1007887107&partnerID=40&md5=4e2f94d06fd7b67f0c65322d3bf75824,Article,Open Access,Scopus,2-s2.0-78650637168
"Gleckler, P.J., Taylor, K.E., Doutriaux, C.",6507460574;7403523649;6602963031;,Performance metrics for climate models,2008,9,Journal of Geophysical Research Atmospheres,113,6, D06104,,,,528,10.1029/2007JD008972,https://www.scopus.com/inward/record.uri?eid=2-s2.0-49249113376&doi=10.1029%2f2007JD008972&partnerID=40&md5=6295e0bcbb0c00e1ebf51329e621a93d,Article,Open Access,Scopus,2-s2.0-49249113376
"Rosenzweig, C., Elliott, J., Deryng, D., Ruane, A.C., Müller, C., Arneth, A., Boote, K.J., Folberth, C., Glotter, M., Khabarov, N., Neumann, K., Piontek, F., Pugh, T.A.M., Schmid, E., Stehfest, E., Yang, H., Jones, J.W.",7006111925;55422916100;23476858900;16313657100;56550089500;6701820813;7003387902;35483580300;55826694700;25124493200;35105753500;36816397600;35265113300;14120125900;6507617253;57189931241;57203322528;,Assessing agricultural risks of climate change in the 21st century in a global gridded crop model intercomparison,2014,3,Proceedings of the National Academy of Sciences of the United States of America,111,9,,3268,3273,,526,10.1073/pnas.1222463110,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84895794881&doi=10.1073%2fpnas.1222463110&partnerID=40&md5=99db3892f141a4da04b65f4e176a5856,Article,Open Access,Scopus,2-s2.0-84895794881
"Di Lorenzo, E., Schneider, N., Cobb, K.M., Franks, P.J.S., Chhak, K., Miller, A.J., McWilliams, J.C., Bograd, S.J., Arango, H., Curchitser, E., Powell, T.M., Rivière, P.",8948405600;7101829066;7004707500;36476192000;13404904500;54903097700;8285351400;7004468506;7004327967;6507467563;7202012631;7005749932;,North Pacific Gyre Oscillation links ocean climate and ecosystem change,2008,9,Geophysical Research Letters,35,8, L08607,,,,510,10.1029/2007GL032838,https://www.scopus.com/inward/record.uri?eid=2-s2.0-48249144830&doi=10.1029%2f2007GL032838&partnerID=40&md5=2b1466d60e96b2e4fae48c5e527cb35e,Article,Open Access,Scopus,2-s2.0-48249144830
"Reichler, T., Kim, J.",6506238357;54408559000;,How well do coupled models simulate today's climate?,2008,9,Bulletin of the American Meteorological Society,89,3,,303,311,,509,10.1175/BAMS-89-3-303,https://www.scopus.com/inward/record.uri?eid=2-s2.0-43449087894&doi=10.1175%2fBAMS-89-3-303&partnerID=40&md5=c5cc53d5e60bdad9718a003b3db3f2f3,Article,Open Access,Scopus,2-s2.0-43449087894
"Stevenson, D.S., Dentener, F.J., Schultz, M.G., Ellingsen, K., van Noije, T.P.C., Wild, O., Zeng, G., Amann, M., Atherton, C.S., Bell, N., Bergmann, D.J., Bey, I., Butler, T., Cofala, J., Collins, W.J., Derwent, R.G., Doherty, R.M., Drevet, J., Eskes, H.J., Fiore, A.M., Gauss, M., Hauglustaine, D.A., Horowitz, L.W., Isaksen, I.S.A., Krol, M.C., Lamarque, J.-F., Lawrence, M.G., Montanaro, V., Müller, J.-F., Pitari, G., Prather, M.J., Pyle, J.A., Rast, S., Rodriquez, J.M., Sanderson, M.G., Savage, N.H., Shindell, D.T., Strahan, S.E., Sudo, K., Szopa, S.",7402383878;7003851845;56261594300;56596962800;55885662200;56253335000;7202802701;34568413600;7003531516;7201759004;7004352797;6701698179;10144486700;6603680478;7402105994;7006385747;24765842200;13403891000;6701348241;7102447698;8263760300;7003977187;7103206141;7003927831;55598938800;7102976560;24458137900;13404107300;24740740200;7003800456;7005275092;7006532784;56154540200;14020504000;7202315562;7102857809;7004214645;6701478238;55183670500;15726660300;,Multimodel ensemble simulations of present-day and near-future tropospheric ozone,2006,11,Journal of Geophysical Research Atmospheres,111,8, D08301,,,,494,10.1029/2005JD006338,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33745261781&doi=10.1029%2f2005JD006338&partnerID=40&md5=150de91539708e03e9484b354e22ee19,Article,Open Access,Scopus,2-s2.0-33745261781
"Araújo, M.B., Thuiller, W., Pearson, R.G.",7202962622;6602123683;56724699300;,Climate warming and the decline of amphibians and reptiles in Europe,2006,11,Journal of Biogeography,33,10,,1712,1728,,491,10.1111/j.1365-2699.2006.01482.x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33748486098&doi=10.1111%2fj.1365-2699.2006.01482.x&partnerID=40&md5=966b0d73dfc0935a2714ce0722159b59,Article,Open Access,Scopus,2-s2.0-33748486098
"Aitchison, J.C., Ali, J.R., Davis, A.M.",56562544800;7102266465;55724789600;,When and where did India and Asia collide?,2007,10,Journal of Geophysical Research: Solid Earth,112,5, B05423,,,,488,10.1029/2006JB004706,https://www.scopus.com/inward/record.uri?eid=2-s2.0-35648952142&doi=10.1029%2f2006JB004706&partnerID=40&md5=c4f41ee2b7c97e6ae5c324e1979b2696,Article,Open Access,Scopus,2-s2.0-35648952142
"Adams, H.D., Guardiola-Claramonte, M., Barron-Gafford, G.A., Villegas, J.C., Breshears, D.D., Zou, C.B., Troch, P.A., Huxman, T.E.",7202474945;26640388300;8596043800;24491286600;6701807556;23570300900;7005447740;6701703163;,Temperature sensitivity of drought-induced tree mortality portends increased regional die-off under global-change-type drought,2009,8,Proceedings of the National Academy of Sciences of the United States of America,106,17,,7063,7066,,474,10.1073/pnas.0901438106,https://www.scopus.com/inward/record.uri?eid=2-s2.0-66349099040&doi=10.1073%2fpnas.0901438106&partnerID=40&md5=a81f9a9c68ee64bc5cdc351c2ecd4567,Article,Open Access,Scopus,2-s2.0-66349099040
"Stevens, B., Giorgetta, M., Esch, M., Mauritsen, T., Crueger, T., Rast, S., Salzmann, M., Schmidt, H., Bader, J., Block, K., Brokopf, R., Fast, I., Kinne, S., Kornblueh, L., Lohmann, U., Pincus, R., Reichler, T., Roeckner, E.",7201504886;6603247427;6701689939;8696069500;35605362100;56154540200;35611334800;7404732357;7201627869;55581675600;14622350200;12775722600;7003363359;10241177500;57203053317;7003971648;6506238357;7003979342;,Atmospheric component of the MPI-M earth system model: ECHAM6,2013,4,Journal of Advances in Modeling Earth Systems,5,2,,146,172,,460,10.1002/jame.20015,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84876732870&doi=10.1002%2fjame.20015&partnerID=40&md5=4edb115fcc07396143dcadedf56c25dc,Article,Open Access,Scopus,2-s2.0-84876732870
"Jacob, D., Petersen, J., Eggert, B., Alias, A., Christensen, O.B., Bouwer, L.M., Braun, A., Colette, A., Déqué, M., Georgievski, G., Georgopoulou, E., Gobiet, A., Menut, L., Nikulin, G., Haensler, A., Hempelmann, N., Jones, C., Keuler, K., Kovats, S., Kröner, N., Kotlarski, S., Kriegsmann, A., Martin, E., van Meijgaard, E., Moseley, C., Pfeifer, S., Preuschmann, S., Radermacher, C., Radtke, K., Rechid, D., Rounsevell, M., Samuelsson, P., Somot, S., Soussana, J.-F., Teichmann, C., Valentini, R., Vautard, R., Weber, B., Yiou, P.",55637266800;55795340000;55794669400;55597087360;56425506300;8588762600;7201571151;8697462600;7003332823;12795498200;8554026400;57203155960;55879760100;6602185880;37041243400;55794529100;8670472000;6602803020;23982814000;55795049300;15757708600;55794778500;55250170900;6603873829;35932420900;23482558100;55794611500;55502010400;55795306600;23570956400;6602874462;7004006601;23478660100;7004515951;23010736100;35410947600;56253852700;55795164200;57203260074;,EURO-CORDEX: New high-resolution climate change projections for European impact research,2014,3,Regional Environmental Change,14,2,,563,578,,456,10.1007/s10113-013-0499-2,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84897025478&doi=10.1007%2fs10113-013-0499-2&partnerID=40&md5=b860bc8dcf7b8bea836fc444c9ba2cae,Article,Open Access,Scopus,2-s2.0-84897025478
"Williams, S.E., Shoo, L.P., Isaac, J.L., Hoffmann, A.A., Langham, G.",7404834819;8622098900;7103061921;7401903027;6603389273;,Towards an integrated framework for assessing the vulnerability of species to climate change.,2008,9,PLoS biology,6,12,,,,,447,10.1371/journal.pbio.0060325,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84883806366&doi=10.1371%2fjournal.pbio.0060325&partnerID=40&md5=6cd44688347e085833b607d548c83ce0,Article,Open Access,Scopus,2-s2.0-84883806366
"Frei, C., Schöll, R., Fukutome, S., Schmidli, J., Vidale, P.L.",7006551523;57196996373;6603231231;7005131869;6602887222;,Future change of precipitation extremes in Europe: Intercomparison of scenarios from regional climate models,2006,11,Journal of Geophysical Research Atmospheres,111,6, D06105,,,,442,10.1029/2005JD005965,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33646415341&doi=10.1029%2f2005JD005965&partnerID=40&md5=e414ac51069400c8ffbd0b5772680833,Article,Open Access,Scopus,2-s2.0-33646415341
"Serreze, M.C., Barrett, A.P., Stroeve, J.C., Kindig, D.N., Holland, M.M.",7003455444;11939351200;6602079010;18634246900;57202754759;,The emergence of surface-based Arctic amplification,2009,8,Cryosphere,3,1,,11,19,,439,10.5194/tc-3-11-2009,https://www.scopus.com/inward/record.uri?eid=2-s2.0-69949147545&doi=10.5194%2ftc-3-11-2009&partnerID=40&md5=93e496620ba2d74f31a35974d0dddad0,Article,Open Access,Scopus,2-s2.0-69949147545
"Sillmann, J., Kharin, V.V., Zwiers, F.W., Zhang, X., Bronaugh, D.",23101759100;7006462819;7004861251;56005684100;31567461000;,Climate extremes indices in the CMIP5 multimodel ensemble: Part 2. Future climate projections,2013,4,Journal of Geophysical Research Atmospheres,118,6,,2473,2493,,435,10.1002/jgrd.50188,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84879050363&doi=10.1002%2fjgrd.50188&partnerID=40&md5=602fceffd02a9d4d047a158b4f6d975f,Article,Open Access,Scopus,2-s2.0-84879050363
"Stroeve, J.C., Kattsov, V., Barrett, A., Serreze, M., Pavlova, T., Holland, M., Meier, W.N.",6602079010;6603639908;11939351200;7003455444;7006752044;57202754759;7202026956;,"Trends in Arctic sea ice extent from CMIP5, CMIP3 and observations",2012,5,Geophysical Research Letters,39,16, L16502,,,,424,10.1029/2012GL052676,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84865643896&doi=10.1029%2f2012GL052676&partnerID=40&md5=6693462b52d94c1a6f219a6d96b430a2,Article,Open Access,Scopus,2-s2.0-84865643896
"Burney, J.A., Davis, S.J., Lobell, D.B.",7004034819;35776136500;6603095001;,Greenhouse gas mitigation by agricultural intensification,2010,7,Proceedings of the National Academy of Sciences of the United States of America,107,26,,12052,12057,,424,10.1073/pnas.0914216107,https://www.scopus.com/inward/record.uri?eid=2-s2.0-77955376904&doi=10.1073%2fpnas.0914216107&partnerID=40&md5=201824e52512229e2f518a37c1b9bf34,Article,Open Access,Scopus,2-s2.0-77955376904
"Michalak, A.M., Anderson, E.J., Beletsky, D., Boland, S., Bosch, N.S., Bridgeman, T.B., Chaffin, J.D., Cho, K., Confesor, R., Daloglu, I., DePinto, J.V., Evans, M.A., Fahnenstiel, G.L., He, L., Ho, J.C., Jenkins, L., Johengen, T.H., Kuo, K.C., LaPorte, E., Liu, X., McWilliams, M.R., Moore, M.R., Posselt, D.J., Richards, R.P., Scavia, D., Steiner, A.L., Verhamme, E., Wright, D.M., Zagorski, M.A.",7006643685;55426988800;6603929262;55651669000;23491399400;13103605300;35267745700;26022315200;17343438300;55375300200;7003791416;55652589800;7003801794;55652198800;56117056300;36237087500;6603602191;55943897900;36554458200;55652973200;55943888400;56820596000;6701718281;7402037534;6603811823;9636267700;55318683900;56716612000;55943920300;,Record-setting algal bloom in Lake Erie caused by agricultural and meteorological trends consistent with expected future conditions,2013,4,Proceedings of the National Academy of Sciences of the United States of America,110,16,,6448,6452,,423,10.1073/pnas.1216006110,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84876216760&doi=10.1073%2fpnas.1216006110&partnerID=40&md5=98656dbc1c0fc5d32bf427cc6f384138,Article,Open Access,Scopus,2-s2.0-84876216760
"Garcia, R.R., Marsh, D.R., Kinnison, D.E., Boville, B.A., Sassi, F.",7403263977;7402332362;6701511321;7003684963;7005467273;,"Simulation of secular trends in the middle atmosphere, 1950-2003",2007,10,Journal of Geophysical Research Atmospheres,112,9, D09301,,,,423,10.1029/2006JD007485,https://www.scopus.com/inward/record.uri?eid=2-s2.0-34347327271&doi=10.1029%2f2006JD007485&partnerID=40&md5=892fbcb6ec88978c8e1d81d81f7ff220,Article,Open Access,Scopus,2-s2.0-34347327271
"Malhi, Y., Aragão, L.E.O.C., Galbraith, D., Huntingford, C., Fisher, R., Zelazowski, P., Sitch, S., McSweeney, C., Meir, P.",7004035832;9279986800;55822963484;6603783890;57201756465;26644632600;6603113016;35113718100;6602529747;,Exploring the likelihood and mechanism of a climate-change-induced dieback of the Amazon rainforest,2009,8,Proceedings of the National Academy of Sciences of the United States of America,106,49,,20610,20615,,422,10.1073/pnas.0804619106,https://www.scopus.com/inward/record.uri?eid=2-s2.0-73949146944&doi=10.1073%2fpnas.0804619106&partnerID=40&md5=50c255868b87a54e6a7fb56d618643de,Article,Open Access,Scopus,2-s2.0-73949146944
"Toggweiler, J.R., Russell, J.L., Carson, S.R.",35576886500;7404210007;7102011939;,"Midlatitude westerlies, atmospheric CO<inf>2</inf>, and climate change during the ice ages",2006,11,Paleoceanography,21,2, PA2005,,,,421,10.1029/2005PA001154,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33745573215&doi=10.1029%2f2005PA001154&partnerID=40&md5=1e40da54d91ba76c7b54586a0da2572d,Article,Open Access,Scopus,2-s2.0-33745573215
"Manuel, K., Sundararajan, R., Williams, J.",24335784700;24336565100;7409582367;,Hurricanes and global warming: Results from downscaling IPCC AR4 simulations,2008,9,Bulletin of the American Meteorological Society,89,3,,347,367,,419,10.1175/BAMS-89-3-347,https://www.scopus.com/inward/record.uri?eid=2-s2.0-44449100119&doi=10.1175%2fBAMS-89-3-347&partnerID=40&md5=fac2fe5d1b5595178576467d9edbeef9,Article,Open Access,Scopus,2-s2.0-44449100119
"Rabalais, N.N., Díaz, R.J., Levin, L.A., Turner, R.E., Gilbert, D., Zhang, J.",7004714181;57203029661;7202247083;55665707600;7401956074;36071754100;,Dynamics and distribution of natural and human-caused hypoxia,2010,7,Biogeosciences,7,2,,585,619,,415,10.5194/bg-7-585-2010,https://www.scopus.com/inward/record.uri?eid=2-s2.0-77149147414&doi=10.5194%2fbg-7-585-2010&partnerID=40&md5=47a53990a7624c3bff9e4fccb6cd9cd9,Article,Open Access,Scopus,2-s2.0-77149147414
"Schewe, J., Heinke, J., Gerten, D., Haddeland, I., Arnell, N.W., Clark, D.B., Dankers, R., Eisner, S., Fekete, B.M., Colón-González, F.J., Gosling, S.N., Kim, H., Liu, X., Masaki, Y., Portmann, F.T., Satoh, Y., Stacke, T., Tang, Q., Wada, Y., Wisser, D., Albrecht, T., Frieler, K., Piontek, F., Warszawski, L., Kabat, P.",23487007900;36177721100;6602972127;6506092951;7003707266;56418962600;6603227814;37046987400;7006319021;39861125600;18041940600;55778084100;35115100500;55804883700;24438491200;56061688700;54685166000;14523673200;57195195518;26039649000;36439131200;25639753800;36816397600;55995219500;7004144124;,Multimodel assessment of water scarcity under climate change,2014,3,Proceedings of the National Academy of Sciences of the United States of America,111,9,,3245,3250,,408,10.1073/pnas.1222460110,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84895803592&doi=10.1073%2fpnas.1222460110&partnerID=40&md5=b4b517218d01111e715d7517b8ab90f7,Article,Open Access,Scopus,2-s2.0-84895803592
"Sillmann, J., Kharin, V.V., Zhang, X., Zwiers, F.W., Bronaugh, D.",23101759100;7006462819;56005684100;7004861251;31567461000;,Climate extremes indices in the CMIP5 multimodel ensemble: Part 1. Model evaluation in the present climate,2013,4,Journal of Geophysical Research Atmospheres,118,4,,1716,1733,,406,10.1002/jgrd.50203,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84878120039&doi=10.1002%2fjgrd.50203&partnerID=40&md5=0e06299c7739133f2aa44a568197eb93,Article,Open Access,Scopus,2-s2.0-84878120039
"Van der Putten, W.H., Bardgett, R.D., Bever, J.D., Bezemer, T.M., Casper, B.B., Fukami, T., Kardol, P., Klironomos, J.N., Kulmatiski, A., Schweitzer, J.A., Suding, K.N., Van de Voorde, T.F.J., Wardle, D.A.",7006203848;7004543198;7003930092;6701666841;7003431145;36141587500;9941058700;35509089400;6506544784;7102296218;6603129971;36099473000;56115674800;,"Plant-soil feedbacks: The past, the present and future challenges",2013,4,Journal of Ecology,101,2,,265,276,,405,10.1111/1365-2745.12054,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84874213722&doi=10.1111%2f1365-2745.12054&partnerID=40&md5=1faf01cfb8d49b4f76278030e9681f6d,Article,Open Access,Scopus,2-s2.0-84874213722
"Jetz, W., Wilcove, D.S., Dobson, A.P.",6602506334;6602124672;7202943634;,Projected impacts of climate and land-use change on the global diversity of birds,2007,10,PLoS Biology,5,6,,1211,1219,,405,10.1371/journal.pbio.0050157,https://www.scopus.com/inward/record.uri?eid=2-s2.0-34250303966&doi=10.1371%2fjournal.pbio.0050157&partnerID=40&md5=be821b563b0f84a954a6b18f86fe91ab,Article,Open Access,Scopus,2-s2.0-34250303966
"Schlenker, W., Lobell, D.B.",12242918400;6603095001;,Robust negative impacts of climate change on African agriculture,2010,7,Environmental Research Letters,5,1,14010,,,,404,10.1088/1748-9326/5/1/014010,https://www.scopus.com/inward/record.uri?eid=2-s2.0-77950667427&doi=10.1088%2f1748-9326%2f5%2f1%2f014010&partnerID=40&md5=91e38e248a58f3804b687d61a5810e57,Article,Open Access,Scopus,2-s2.0-77950667427
"O'Gorman, P.A., Schneider, T.",15124698700;7401836526;,The physical basis for increases in precipitation extremes in simulations of 21st-century climate change,2009,8,Proceedings of the National Academy of Sciences of the United States of America,106,35,,14773,14777,,402,10.1073/pnas.0907610106,https://www.scopus.com/inward/record.uri?eid=2-s2.0-70349267603&doi=10.1073%2fpnas.0907610106&partnerID=40&md5=bb886cdc2e26678ce55b50bcd9fcb309,Article,Open Access,Scopus,2-s2.0-70349267603
"Feely, R.A., Doney, S.C., Cooley, S.R.",7006203287;35498837200;35387677700;,Ocean acidification: Present conditions and future changes in a high-CO<inf>2</inf>world,2009,8,Oceanography,22,SPL.ISS. 4,,36,47,,401,10.5670/oceanog.2009.95,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84860150294&doi=10.5670%2foceanog.2009.95&partnerID=40&md5=0375d6d899fab61606dca71e6ceed506,Article,Open Access,Scopus,2-s2.0-84860150294
"Graham, N.A.J., Wilson, S.K., Jennings, S., Polunin, N.V.C., Bijoux, J.P., Robinson, J.",8503393500;7404785614;7101805045;24791667700;13906918600;56390733100;,Dynamic fragility of oceanic coral reef ecosystems,2006,11,Proceedings of the National Academy of Sciences of the United States of America,103,22,,8425,8429,,399,10.1073/pnas.0600693103,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33744816541&doi=10.1073%2fpnas.0600693103&partnerID=40&md5=f54e9fe3f4ff00a97bfa9d94eaa0a809,Article,Open Access,Scopus,2-s2.0-33744816541
