Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,citescore2017,DOI,Link,Document Type,Access Type,Source,EID
"Cai, W.-J., Dai, M., Wang, Y.",7401710571;55938314100;7601488938;,Air-sea exchange of carbon dioxide in ocean margins: A province-based synthesis,2006,Geophysical Research Letters,33,12, L12603,,,,193,,10.1029/2006GL026219,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33750628119&doi=10.1029%2f2006GL026219&partnerID=40&md5=ce1301283a82a3e1c35d837b317bc584,Article,Open Access,Scopus,2-s2.0-33750628119
"Caesar, J., Alexander, L., Vose, R.",23007410400;55829111000;6603344816;,Large-scale changes in observe daily maximum and minimum temperatures: Creation and analysis of a new gridded data set,2006,Journal of Geophysical Research Atmospheres,111,5, D05101,,,,193,,10.1029/2005JD006280,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33646358960&doi=10.1029%2f2005JD006280&partnerID=40&md5=1531fde27a909fb1e0b005ae93db7c07,Article,Open Access,Scopus,2-s2.0-33646358960
"Meredith, M.P., Hogg, A.M.",7103271119;56271269000;,Circumpolar response of Southern Ocean eddy activity to a change in the Southern Annular Mode,2006,Geophysical Research Letters,33,16, L16608,,,,186,,10.1029/2006GL026499,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33845674546&doi=10.1029%2f2006GL026499&partnerID=40&md5=d1e2c41463738209013bc2042060f390,Article,Open Access,Scopus,2-s2.0-33845674546
"Morid, S., Smakhtin, V., Moghaddasi, M.",23091751300;7005263530;14019976700;,Comparison of seven meteorological indices for drought monitoring in Iran,2006,International Journal of Climatology,26,7,,971,985,,184,,10.1002/joc.1264,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33745267737&doi=10.1002%2fjoc.1264&partnerID=40&md5=7cbee4a9a61f5bc1d058737a9d939b96,Article,Open Access,Scopus,2-s2.0-33745267737
"White, M.A., Diffenbaugh, N.S., Jones, G.V., Pal, J.S., Giorgi, F.",57195843498;13805883800;7406140812;7004533232;7006592026;,Extreme heat reduces and shifts United States premium wine production in the 21st century,2006,Proceedings of the National Academy of Sciences of the United States of America,103,30,,11217,11222,,183,,10.1073/pnas.0603230103,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33746643712&doi=10.1073%2fpnas.0603230103&partnerID=40&md5=18d024427a1f8d6d4828fd7470a0bead,Article,Open Access,Scopus,2-s2.0-33746643712
"Anderson, L.L., Hu, F.S., Nelson, D.M., Petit, R.J., Paige, K.N.",7403741596;7202526339;55260533600;7103239092;7003733856;,Ice-age endurance: DNA evidence of a white spruce refugium in Alaska,2006,Proceedings of the National Academy of Sciences of the United States of America,103,33,,12447,12450,,171,,10.1073/pnas.0605310103,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33747596670&doi=10.1073%2fpnas.0605310103&partnerID=40&md5=19e8f01d605882c3a627be584ad4927c,Article,Open Access,Scopus,2-s2.0-33747596670
"Chiew, F.H.S.",7004309625;,Estimation of rainfall elasticity of streamflow in Australia,2006,Hydrological Sciences Journal,51,4,,613,625,,160,,10.1623/hysj.51.4.613,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33746848916&doi=10.1623%2fhysj.51.4.613&partnerID=40&md5=72ff7713da99843e863c04589a073cf8,Article,Open Access,Scopus,2-s2.0-33746848916
"Tsai, C.-J., Harding, S.A., Tschaplinski, T.J., Lindroth, R.L., Yuan, Y.",7404968100;55419968900;6603666814;7004653622;55152964900;,Genome-wide analysis of the structural genes regulating defense phenylpropanoid metabolism in Populus,2006,New Phytologist,172,1,,47,62,,158,,10.1111/j.1469-8137.2006.01798.x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33747770767&doi=10.1111%2fj.1469-8137.2006.01798.x&partnerID=40&md5=1ea163dbeafeabcf09fc79c059464bfb,Article,Open Access,Scopus,2-s2.0-33747770767
"Lei, Y., Yin, C., Li, C.",13807434700;11439291900;36065611200;,"Differences in some morphological, physiological, and biochemical responses to drought stress in two contrasting populations of Populus przewalskii",2006,Physiologia Plantarum,127,2,,182,191,,158,,10.1111/j.1399-3054.2006.00638.x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33744483076&doi=10.1111%2fj.1399-3054.2006.00638.x&partnerID=40&md5=f546ea32b4dfc0c9572b6f0deab69732,Article,Open Access,Scopus,2-s2.0-33744483076
"Zimov, S.A., Davydov, S.P., Zimova, G.M., Davydova, A.I., Schuur, E.A.G., Dutta, K., Chapin, F.S.",6603315336;8986239700;8986239800;8986239900;7004006544;57193618091;6505892312;,Permafrost carbon: Stock and decomposability of a globally significant carbon pool,2006,Geophysical Research Letters,33,20, L20502,,,,155,,10.1029/2006GL027484,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33845620310&doi=10.1029%2f2006GL027484&partnerID=40&md5=8e3db691536d6da5206dba3888d96774,Article,Open Access,Scopus,2-s2.0-33845620310
"Winton, M.",7003802133;,Amplified Arctic climate change: What does surface albedo feedback have to do with it?,2006,Geophysical Research Letters,33,3, L03701,,,,155,,10.1029/2005GL025244,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33645880476&doi=10.1029%2f2005GL025244&partnerID=40&md5=36061bd57bc3697801e1895e77092741,Article,Open Access,Scopus,2-s2.0-33645880476
"Raffel, T.R., Rohr, J.R., Kiesecker, J.M., Hudson, P.J.",14424444700;7006135055;7003392079;7202250860;,Negative effects of changing temperature on amphibian immunity under field conditions,2006,Functional Ecology,20,5,,819,828,,153,,10.1111/j.1365-2435.2006.01159.x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33748436087&doi=10.1111%2fj.1365-2435.2006.01159.x&partnerID=40&md5=2caf325a856ebb1d4a54bcc300adf093,Article,Open Access,Scopus,2-s2.0-33748436087
"Collins, W.D., Ramaswamy, V., Schwarzkopf, M.D., Sun, Y., Portmann, R.W., Fu, Q., Casanova, S.E.B., Dufresne, J.-L., Fillmore, D.W., Forster, P.M.D., Galin, V.Y., Gohar, L.K., Ingram, W.J., Kratz, D.P., Lefebvre, M.-P., Li, J., Marquet, P., Oinas, V., Tsushima, Y., Uchiyama, T., Zhong, W.Y.",56520921400;7101975218;35514163500;55737749900;7003786872;55087038900;14051478900;7004714030;8661887700;35547807400;6603752490;6506421883;7004169476;6603685334;54883121500;7410070663;7102630621;6506806004;7007021059;15761630100;7402327755;,Radiative forcing by well-mixed greenhouse gases: Estimates from climate models in the Intergovernmental Panel on Climate Change (IPCC) Fourth Assessment Report (AR4),2006,Journal of Geophysical Research Atmospheres,111,14, D14317,,,,152,,10.1029/2005JD006713,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33846105446&doi=10.1029%2f2005JD006713&partnerID=40&md5=6c5967bbf147bde762385358ffefccbc,Article,Open Access,Scopus,2-s2.0-33846105446
"Camus-Kulandaivelu, L., Veyrieras, J.-B., Madur, D., Combes, V., Fourmann, M., Barraud, S., Dubreuil, P., Gouesnard, B., Manicacci, D., Charcosset, A.",13104750600;6504552416;6506267517;54882888000;6506409296;13105338200;8155889900;56628038000;6603612628;6603672082;,Maize adaptation to temperate climate: Relationship between population structure and polymorphism in the Dwarf8 gene,2006,Genetics,172,4,,2449,2463,,152,,10.1534/genetics.105.048603,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33646195699&doi=10.1534%2fgenetics.105.048603&partnerID=40&md5=66d9845e1af42699aa4951fca2a046c7,Article,Open Access,Scopus,2-s2.0-33646195699
"Shindell, D.T., Faluvegi, G., Stevenson, D.S., Krol, M.C., Emmons, L.K., Lamarque, J.-F., Pétron, G., Dentener, F.J., Ellingsen, K., Schultz, M.G., Wild, O., Amann, M., Atherton, C.S., Bergmann, D.J., Bey, I., Butler, T., Cofala, J., Collins, W.J., Derwent, R.G., Doherty, R.M., Drevet, J., Eskes, H.J., Fiore, A.M., Gauss, M., Hauglustaine, D.A., Horowitz, L.W., Isaksen, I.S.A., Lawrence, M.G., Montanaro, V., Müller, J.-F., Pitari, G., Prather, M.J., Pyle, J.A., Rast, S., Rodriguz, J.M., Sanderson, M.G., Savage, N.H., Strahan, S.E., Sudo, K., Szopa, S., Unger, N., van Noije, T.P.C., Zeng, G.",7004214645;12240390300;7402383878;55598938800;7004347243;7102976560;6602998940;7003851845;56596962800;7202779585;56253335000;34568413600;7003531516;7004352797;6701698179;10144486700;10739258800;7402105994;7006385747;24765842200;13403891000;6701348241;7102447698;8263760300;7003977187;7103206141;7003927831;24458137900;13404107300;24740740200;7003800456;7005275092;7006532784;56154540200;18937064500;7202315562;7102857809;6701478238;55183670500;15726660300;14829673100;55885662200;7202802701;,Multimodel simulations of carbon monoxide: Comparison with observations and projected near-future changes,2006,Journal of Geophysical Research Atmospheres,111,19, D19306,,,,150,,10.1029/2006JD007100,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33746234266&doi=10.1029%2f2006JD007100&partnerID=40&md5=8c2f6e70525b88f35c2468d2ff63c345,Article,Open Access,Scopus,2-s2.0-33746234266
"Romero, S.I., Piola, A.R., Charo, M., Eiras Garcia, C.A.",7005158437;6603590004;8362080700;35403017600;,Chlorophyll-a variability off Patagonia based on SeaWiFS data,2006,Journal of Geophysical Research: Oceans,111,5, C05021,,,,149,,10.1029/2005JC003244,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33745862658&doi=10.1029%2f2005JC003244&partnerID=40&md5=e29e3cc5632b04236d2d034cf2cb58b4,Article,Open Access,Scopus,2-s2.0-33745862658
"Seidel, D.J., Randel, W.J.",7202226478;7006399667;,Variability and trends in the global tropopause estimated from radiosonde data,2006,Journal of Geophysical Research Atmospheres,111,21, D21101,,,,148,,10.1029/2006JD007363,https://www.scopus.com/inward/record.uri?eid=2-s2.0-34249898513&doi=10.1029%2f2006JD007363&partnerID=40&md5=fdbda4b09e4acb96daa09aac867db5ae,Article,Open Access,Scopus,2-s2.0-34249898513
"Stenseth, N.Chr., Samia, N.I., Viljugrein, H., Kausrud, K.L., Begon, M., Davis, S., Leirs, H., Dubyanskiy, V.M., Esper, J., Ageyev, V.S., Klassovskiy, N.L., Pole, S.B., Chan, K.-S.",16040160500;14422804700;6603226979;14071462900;7006503936;7404121815;7004232697;17345565300;8576228100;7801663555;8595582500;11941082100;7406031197;,Plague dynamics are driven by climate variation,2006,Proceedings of the National Academy of Sciences of the United States of America,103,35,,13110,13115,,148,,10.1073/pnas.0602447103,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33748342346&doi=10.1073%2fpnas.0602447103&partnerID=40&md5=39687d6f533fc439e2c825fb6e4fc531,Article,Open Access,Scopus,2-s2.0-33748342346
"Dong, B., Sutton, R.T., Scaife, A.A.",7103180783;7402401574;6603887794;,Multidecadal modulation of El Niño-Southern Oscillation (ENSO) variance by Atlantic Ocean sea surface temperatures,2006,Geophysical Research Letters,33,8, L08705,,,,148,,10.1029/2006GL025766,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33745467847&doi=10.1029%2f2006GL025766&partnerID=40&md5=6b267def0c4885a699e04b9dceb0cf22,Article,Open Access,Scopus,2-s2.0-33745467847
"Golombek, M.P., Grant, J.A., Crumpler, L.S., Greeley, R., Arvidson, R.E., Bell III, J.F., Weitz, C.M., Sullivan, R.J., Christensen, P.R., Soderblom, L.A., Squyres, S.W.",7003557391;55742479100;16303360800;24561015700;26425436200;24433472700;7003364203;7402484933;7202250384;7003571266;7006137291;,Erosion rates at the Mars Exploration Rover landing sites and long-term climate change on Mars,2006,Journal of Geophysical Research E: Planets,111,12, E12S10,,,,146,,10.1029/2006JE002754,https://www.scopus.com/inward/record.uri?eid=2-s2.0-34447498552&doi=10.1029%2f2006JE002754&partnerID=40&md5=9265f7703831e4e94e1088aa09f49f4d,Article,Open Access,Scopus,2-s2.0-34447498552
"Stenchikov, G., Hamilton, K., Stouffer, R.J., Robock, A., Ramaswamy, V., Santer, B., Graf, H.-F.",6701413579;7103060756;7101632204;7004299063;7101975218;7004222705;35592560600;,Arctic Oscillation response to volcanic eruptions in the IPCC AR4 climate models,2006,Journal of Geophysical Research Atmospheres,111,7, D07107,,,,146,,10.1029/2005JD006286,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33646798442&doi=10.1029%2f2005JD006286&partnerID=40&md5=1980b288e1d9889a8a5dba5486228c4e,Article,Open Access,Scopus,2-s2.0-33646798442
"Furgal, C., Seguin, J.",56028254300;7103083565;,"Climate change, health, and vulnerability in Canadian northern Aboriginal communities",2006,Environmental Health Perspectives,114,12,,1964,1970,,145,,10.1289/ehp.8433,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33845322597&doi=10.1289%2fehp.8433&partnerID=40&md5=0e750291a4689cc7d76cf823fb01c277,Article,Open Access,Scopus,2-s2.0-33845322597
"Vera, C., Silvestri, G., Liebmann, B., González, P.",57195190724;7102565273;6701589178;24074230100;,Climate change scenarios for seasonal precipitation in South America from IPCC-AR4 models,2006,Geophysical Research Letters,33,13, L13707,,,,145,,10.1029/2006GL025759,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33845683722&doi=10.1029%2f2006GL025759&partnerID=40&md5=b25f0f8baa1f32473f1496ec7ecdb2ce,Article,Open Access,Scopus,2-s2.0-33845683722
"Evan, A.T., Dunion, J., Foley, J.A., Heidinger, A.K., Velden, C.S.",8542741400;6602638061;7402873051;6603631763;7003840159;,New evidence for a relationship between Atlantic tropical cyclone activity and African dust outbreaks,2006,Geophysical Research Letters,33,19, L19813,,,,144,,10.1029/2006GL026408,https://www.scopus.com/inward/record.uri?eid=2-s2.0-34047238454&doi=10.1029%2f2006GL026408&partnerID=40&md5=882149e0050ae02275d99abc23f2f2d8,Article,Open Access,Scopus,2-s2.0-34047238454
"Adler, P.B., HilleRisLambers, J., Kyriakidis, P.C., Guan, Q., Levine, J.M.",7202767563;6507267732;6701341154;55838509944;7403579630;,Climate variability has a stabilizing effect on the coexistence of prairie grasses,2006,Proceedings of the National Academy of Sciences of the United States of America,103,34,,12793,12798,,144,,10.1073/pnas.0600599103,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33748032714&doi=10.1073%2fpnas.0600599103&partnerID=40&md5=7d53cc33fff1e04729a0371cf976c6a5,Article,Open Access,Scopus,2-s2.0-33748032714
"Murazaki, K., Hess, P.",6506360840;56897689300;,How does climate change contribute to surface ozone change over the United States?,2006,Journal of Geophysical Research Atmospheres,111,5, D05301,,,,142,,10.1029/2005JD005873,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33646339923&doi=10.1029%2f2005JD005873&partnerID=40&md5=6f9140b851a76fdbe7dbe62c8caae0a1,Article,Open Access,Scopus,2-s2.0-33646339923
"Hooff, R.C., Peterson, W.T.",57194289663;7202468806;,Copepod biodiversity as an indicator of changes in ocean and climate conditions of the northern California current ecosystem,2006,Limnology and Oceanography,51,6,,2607,2620,,142,,10.4319/lo.2006.51.6.2607,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33845400468&doi=10.4319%2flo.2006.51.6.2607&partnerID=40&md5=89ff553e29bca20ed94cb9d66c99b19a,Article,Open Access,Scopus,2-s2.0-33845400468
"Lu, R., Dong, B., Ding, H.",7402969850;7103180783;57203498811;,Impact of the Atlantic Multidecadal Oscillation on the Asian summer monsoon,2006,Geophysical Research Letters,33,24, L24701,,,,140,,10.1029/2006GL027655,https://www.scopus.com/inward/record.uri?eid=2-s2.0-34548025093&doi=10.1029%2f2006GL027655&partnerID=40&md5=7aec703a4967562ee11e0fdbb002e728,Article,Open Access,Scopus,2-s2.0-34548025093
"Stanford, J.D., Rohling, E.J., Hunter, S.E., Roberts, A.P., Rasmussen, S.O., Bard, E., McManus, J., Fairbanks, R.G.",35220895900;7003642344;16312523000;7404498930;13405449400;16456768000;7103167691;7005858482;,Timing of meltwater pulse 1a and climate responses to meltwater injections,2006,Paleoceanography,21,4, PA4103,,,,139,,10.1029/2006PA001340,https://www.scopus.com/inward/record.uri?eid=2-s2.0-34547276233&doi=10.1029%2f2006PA001340&partnerID=40&md5=0a8865111a54a0b935fda0f8d1f419ef,Article,Open Access,Scopus,2-s2.0-34547276233
"Byers, J.E., Pringle, J.M.",7101907418;7103088449;,"Going against the flow: Retention, range limits and invasions in advective environments",2006,Marine Ecology Progress Series,313,,,27,41,,137,,10.3354/meps313027,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33745615847&doi=10.3354%2fmeps313027&partnerID=40&md5=166d92c42053fafaee11671dd3073506,Article,Open Access,Scopus,2-s2.0-33745615847
"Ashton, A.D., Murray, A.B.",7006312593;6504357661;,High-angle wave instability and emergent shoreline shapes: 2. Wave climate analysis and comparisons to nature,2006,Journal of Geophysical Research: Earth Surface,111,4, F04012,,,,135,,10.1029/2005JF000423,https://www.scopus.com/inward/record.uri?eid=2-s2.0-34147151919&doi=10.1029%2f2005JF000423&partnerID=40&md5=eb8eb8199840de6eac7f5562624155d3,Article,Open Access,Scopus,2-s2.0-34147151919
"Chaves, L.F., Pascual, M.",12789694000;7102302593;,"Climate cycles and forecasts of cutaneous leishmaniasis, a nonstationary vector-borne disease",2006,PLoS Medicine,3,8,,1320,1328,,134,,10.1371/journal.pmed.0030295,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33748354709&doi=10.1371%2fjournal.pmed.0030295&partnerID=40&md5=31b92a3cfa5c9c0f31ea9939b657c7f9,Article,Open Access,Scopus,2-s2.0-33748354709
"Vera, C., Baez, J., Douglas, M., Emmanuel, C.B., Marengo, J., Meitin, J., Nicolini, M., Nogues-Paegle, J., Paegle, J., Penalba, O., Salio, P., Saulo, C., Silva Dias, M.A., Silva Dias, P., Zipser, E.",57195190724;12243560600;7202715936;12242570900;35609878300;6602246727;7003611656;6603466189;7005256983;6603355867;12240204600;6602240529;57201177267;6603137309;7003926380;,The South American low-level jet experiment,2006,Bulletin of the American Meteorological Society,87,1,,63,77,,134,,10.1175/BAMS-87-1-63,https://www.scopus.com/inward/record.uri?eid=2-s2.0-32544455134&doi=10.1175%2fBAMS-87-1-63&partnerID=40&md5=47af7a5cfacd60d39098a4360a9d47b7,Article,Open Access,Scopus,2-s2.0-32544455134
"van Ulden, A.P., van Oldenborgh, G.J.",6701341222;6701843355;,Large-scale atmospheric circulation biases and changes in global climate model simulations and their importance for climate change in Central Europe,2006,Atmospheric Chemistry and Physics,6,4,,863,881,,133,,10.5194/acp-6-863-2006,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33646493311&doi=10.5194%2facp-6-863-2006&partnerID=40&md5=c940fa8e94d30cb8b4b72f9313eecbc5,Article,Open Access,Scopus,2-s2.0-33646493311
"Shindo, C., Lister, C., Crevillen, P., Nordborg, M., Dean, C.",6602411888;7102973177;15070007500;57204382600;16235942500;,Variation in the epigenetic silencing of FLC contributes to natural variation in Arabidopsis vernalization response,2006,Genes and Development,20,22,,3079,3083,,132,,10.1101/gad.405306,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33751237950&doi=10.1101%2fgad.405306&partnerID=40&md5=e707b2d2d84814a4df7cc9de6cf318a0,Article,Open Access,Scopus,2-s2.0-33751237950
